# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
27330	1.0
1175	2.0
2782	3.0
814	4.0
785	5.0
2791	6.0
2752	7.0
5170	8.0
2784	9.0
6616	10.0
6804	11.0
88	12.0
2905	13.0
6812	14.0
2904	15.0
51764	16.0
83988	17.0
2744	18.0
84254	19.0
6854	20.0
5924	21.0
6511	22.0
5331	23.0
10368	24.0
6505	25.0
5330	26.0
1621	27.0
80852	28.0
163	29.0
815	30.0
54331	31.0
784	32.0
2898	33.0
59345	34.0
5864	35.0
2903	36.0
2902	37.0
6197	38.0
6195	39.0
783	40.0
27092	41.0
2792	42.0
81539	43.0
161	44.0
6582	45.0
8224	46.0
22999	47.0
9495	48.0
782	49.0
94235	50.0
55970	51.0
1742	52.0
1644	53.0
5594	54.0
2891	55.0
1103	56.0
2793	57.0
2036	58.0
777	59.0
1739	60.0
23236	61.0
10497	62.0
54874	63.0
5923	64.0
7166	65.0
160	66.0
4128	67.0
6571	68.0
57030	69.0
801	70.0
4193	71.0
6196	72.0
59283	73.0
10369	74.0
114	75.0
774	76.0
2787	77.0
10815	78.0
109	79.0
5894	80.0
5578	81.0
4646	82.0
6507	83.0
2900	84.0
6506	85.0
1385	86.0
6853	87.0
6512	88.0
6531	89.0
817	90.0
2890	91.0
4905	92.0
2897	93.0
23426	94.0
7054	95.0
781	96.0
2892	97.0
5567	98.0
5579	99.0
9254	100.0
2783	101.0
3265	102.0
6857	103.0
9463	104.0
805	105.0
816	106.0
1741	107.0
1312	108.0
2785	109.0
60482	110.0
818	111.0
55799	112.0
1173	113.0
2899	114.0
107	115.0
6844	116.0
773	117.0
10681	118.0
2901	119.0
808	120.0
2786	121.0
5582	122.0
43	123.0
4747	124.0
2906	125.0
