@relation data

@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 805 numeric
@attribute 2905 numeric
@attribute 815 numeric
@attribute 1742 numeric
@attribute 2906 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 801 numeric
@attribute 1385 numeric
@attribute 4747 numeric
@attribute 808 numeric
@attribute 88 numeric
@attribute Class {Control,BRCA}

@data
6.288309337,5.73309076,5.765475903,13.59313376,5.84424205,4.967873236,8.85288926,5.451055498,6.3931703428,6.71763387475,8.533227316,13.11037161,10.707890538,5.07383228,12.33572539,6.68951277,Control
6.079541724,5.420053896,5.287261033,13.5121695,5.934994833,5.03365563,8.71258815,5.066101302,6.9553527598,6.8818081325,8.715636586,12.75620088,11.4528809893,4.732013908,12.47764072,6.68426165,BRCA
6.23418041267,6.089429956,5.469732364,13.47944813,5.79507289,5.935819934,8.943878208,5.387682411,8.109608713,6.405921396,8.2596790005,12.13760287,10.8440250817,4.971786376,12.54827894,6.570846646,BRCA
6.45691638667,5.327517838,4.645326303,13.35270561,6.340211188,5.198898037,8.818774784,4.736756024,8.725184586,6.1456479,7.7082282335,12.20536419,11.337274206,4.984374307,12.76004735,7.162091995,Control
6.003456948,5.588723066,5.518229233,13.37889296,5.778741634,5.062220221,8.419687541,5.206341637,6.9100805066,7.045711086,8.3252183155,12.34682957,11.0490871027,4.885099957,12.45248586,6.308617188,BRCA
6.12810835567,5.70895367,4.569953748,13.71343219,6.064587171,5.093825554,7.431102924,4.512547026,6.3166102882,7.03324440275,8.4054699995,13.11510467,10.8002004453,5.925887445,12.66384721,6.448203566,BRCA
6.32230220733,5.832707292,5.188253784,13.29267684,5.472984221,5.754494213,9.772562477,5.072332275,9.356122659,6.55286557675,7.7168387545,12.34260121,11.1354255073,4.77796061,12.61750082,6.401567006,BRCA
6.325284749,5.54798282,5.185481295,13.44200721,6.498295252,5.619127766,8.983991943,4.93252334,7.580338669,6.064234489,8.729778512,12.57155186,10.258386433,4.888756945,12.74796537,6.884418198,Control
6.57114183333,6.068139401,5.511603435,13.70458133,6.179665925,5.662925563,8.939638805,5.172938736,7.4789113804,6.4879534175,8.057131251,12.3148028,10.6759547673,5.620154746,12.4865699,6.341457111,BRCA
6.591071042,5.538702079,5.190230876,13.30755735,6.031666056,4.482788153,9.017365988,4.049108953,7.9155472442,6.59589787525,8.3082798515,12.71572616,11.1110274023,4.987561048,12.57561022,6.908516092,BRCA
6.37665759367,6.065341406,5.735529792,13.38150649,5.659219053,4.893133131,8.91139283,4.924350826,6.6343243228,6.093509969,8.432536035,12.72208073,11.005151922,5.438302209,12.59449147,6.631326684,BRCA
6.09051144533,6.024591871,4.932877618,13.60583775,6.199285243,5.487045126,8.491693915,4.553801017,7.4279636484,6.32819879025,8.398001158,12.77087865,10.78322175,5.243375136,12.7232493,6.454961876,Control
6.40003173433,5.582263377,5.790388412,13.47298527,6.000006339,5.032994809,8.626522298,5.510179653,6.2234283246,6.3057024235,8.5689651635,12.97797754,10.4041484903,5.290950766,12.52742331,6.8430452,Control
6.431251972,5.715352018,5.818269799,12.16391545,5.932280461,5.825792781,9.406067387,4.877021802,7.3891393726,5.77084102,8.8803822835,12.99135537,10.5074705227,4.904979261,13.2860567,6.722606479,BRCA
6.06765298567,6.307980018,5.917259434,12.44601199,6.073504957,6.622202397,9.826628375,5.805041697,7.102716789,6.31097129675,9.045054579,13.22427159,9.90083481867,5.706262025,13.16228672,6.837126844,BRCA
6.69733073267,5.976599205,5.710400941,12.2076581,5.61707161,5.504788206,9.589941868,4.936651187,6.7947153724,6.125065043,8.936266678,12.53522562,10.2584479883,5.971837379,13.15138292,6.741740415,BRCA
6.463463362,5.773740066,5.738640345,12.15610687,6.60526143,5.487527549,9.255879016,5.015929312,7.080579106,5.8364187005,9.0825127945,12.56790862,10.0323493423,5.434304001,13.15138292,6.544698369,BRCA
6.33787006533,5.872835683,6.20007038,12.43207997,6.015700078,5.612213331,9.489206292,5.255511354,7.7021154506,5.76965114525,8.845940063,12.61931219,9.692770319,5.43213367,13.08540943,6.651845045,BRCA
6.217912006,6.126297286,6.252954533,12.39881323,6.426353347,5.718300827,9.71030757,5.057462456,7.6402182504,5.6454289565,9.010547562,12.52524557,9.570767933,5.592614939,13.04201932,6.556203785,BRCA
7.094015865,5.408721412,5.64689077,8.929717871,5.606894664,4.953976689,10.15138482,4.632300425,6.6682021408,6.17753520375,9.6265515845,12.50816376,10.2933462963,4.990286948,10.82365605,6.264447878,BRCA
