@relation data

@attribute id string
@attribute 10076 numeric
@attribute 10401 numeric
@attribute 1154 numeric
@attribute 3569 numeric
@attribute 3570 numeric
@attribute 3716 numeric
@attribute 3717 numeric
@attribute 3718 numeric
@attribute 5967 numeric
@attribute 6714 numeric
@attribute 6774 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.2505464098,1.9450536700,0.1084224896,0.1266020980,0.0187227052,0.4470524510,0.0567569479,-0.1623839847,-0.0283313893,-0.0230143287,0.8531475714,BRCA
GSM480985,0.1793366314,1.8431647222,0.1337386706,-0.0603622181,-0.0950352795,0.5544197005,0.1556939161,-0.0271074642,-0.0900213929,-0.0673303304,1.0000824235,BRCA
GSM480986,0.3048406068,1.7647203603,-0.0067878781,0.1871303074,0.0073938567,0.5183176570,0.0812981193,-0.1311157038,-0.0619767294,-0.0464315283,0.8920400335,BRCA
GSM480987,0.1203078951,1.5240115589,0.0407250697,0.4079698621,-0.0549307865,0.7885095960,0.0791740535,-0.1391814571,-0.1211064090,-0.0569087189,0.6242419429,BRCA
GSM480988,0.3089937744,1.8508476613,0.0777654563,0.0463543034,-0.0753448545,0.2999578148,0.0942390446,-0.1040596990,-0.0095473676,-0.0468429086,0.5880402816,BRCA
GSM480989,0.3730792268,2.2621888320,0.1558149544,0.0336776683,-0.1319870903,0.4428248556,0.1149073330,-0.1013309268,-0.0458190273,-0.0013073004,0.9483558725,BRCA
GSM480990,0.3961006114,2.4919313061,0.0804409565,0.1569095779,-0.0077851570,0.3581295984,0.0679819035,-0.1152098271,-0.0432584934,0.0237829644,0.7514938833,Control
GSM480991,0.4047880487,2.0391580959,0.1509533378,0.0010899390,-0.0266281439,0.5139666454,0.0256183829,-0.1306347673,-0.0620667385,-0.0323408361,0.9142858364,Control
GSM480992,0.6900601602,2.6104615131,0.0900869297,0.0448783156,-0.0735660517,0.3732452306,0.1000183866,-0.1538734750,-0.0217779781,0.0106290712,0.9575954077,Control
GSM480993,0.3485851077,2.0358387761,0.0530574350,0.2203348601,0.0739661335,0.4200200984,-0.0802424204,-0.1766539115,-0.0298467260,-0.0135325677,0.9188969735,Control
GSM480994,0.2888829001,2.0456774898,0.1547259230,-0.0132220273,0.0055307230,0.4526085192,0.0004596510,-0.1606882087,-0.0774900259,-0.0187703867,1.0853202406,Control
GSM480995,0.2920753203,2.2238025266,0.1458267240,0.5635550436,0.0803722477,0.7640210914,0.0980818387,-0.1548724927,-0.0056059587,-0.0279171207,1.0184877488,Control
GSM480996,0.5620849492,2.3213248251,0.1690120358,0.1782354847,0.0270557854,0.4238505913,0.0791217182,-0.1308857952,-0.0937522725,0.0263584877,0.6592556726,BRCA
GSM480997,0.1499331940,2.2175604503,0.0820706539,2.3767256472,-0.0926567626,0.6490354699,0.1844789574,-0.0666559638,-0.0656399015,-0.0008275386,0.9110617942,BRCA
GSM480998,0.4568489186,1.9810507429,0.0999425290,0.1403453867,-0.0229532029,0.5039928112,0.0564494044,-0.1465396421,-0.0541227031,0.0090813116,0.9076985818,BRCA
GSM480999,0.2602776000,2.0132829282,0.1444559523,0.1884283967,-0.0113434862,0.6977421466,0.1262857677,-0.1455832420,-0.0801031425,-0.0673263892,1.0870859340,BRCA
GSM481000,0.5061012001,2.2104154163,0.0430791393,-0.0521955974,-0.0497326737,0.4601654988,0.1990989346,-0.1165000405,-0.1435057241,-0.0261117631,0.8973361374,BRCA
GSM481001,0.5007887152,2.3787587748,0.1193526776,0.7543909830,-0.0031051491,0.8094264264,0.0719770665,-0.1183759527,-0.0439458903,0.0263371471,1.0623584269,BRCA
