@relation data

@attribute id string
@attribute 1000 numeric
@attribute 1001 numeric
@attribute 1002 numeric
@attribute 1003 numeric
@attribute 1004 numeric
@attribute 1005 numeric
@attribute 1006 numeric
@attribute 1007 numeric
@attribute 1008 numeric
@attribute 1009 numeric
@attribute 1010 numeric
@attribute 1012 numeric
@attribute 1013 numeric
@attribute 1016 numeric
@attribute 10207 numeric
@attribute 10686 numeric
@attribute 1364 numeric
@attribute 1365 numeric
@attribute 1366 numeric
@attribute 137075 numeric
@attribute 149461 numeric
@attribute 1495 numeric
@attribute 1499 numeric
@attribute 1500 numeric
@attribute 23562 numeric
@attribute 23705 numeric
@attribute 24146 numeric
@attribute 253559 numeric
@attribute 25945 numeric
@attribute 26285 numeric
@attribute 3728 numeric
@attribute 4301 numeric
@attribute 49861 numeric
@attribute 5010 numeric
@attribute 50848 numeric
@attribute 50855 numeric
@attribute 51208 numeric
@attribute 53842 numeric
@attribute 5584 numeric
@attribute 56288 numeric
@attribute 57863 numeric
@attribute 5817 numeric
@attribute 5818 numeric
@attribute 5819 numeric
@attribute 64398 numeric
@attribute 64403 numeric
@attribute 7122 numeric
@attribute 81607 numeric
@attribute 84552 numeric
@attribute 84612 numeric
@attribute 9069 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9074 numeric
@attribute 9075 numeric
@attribute 9076 numeric
@attribute 9080 numeric
@attribute 92359 numeric
@attribute 999 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,7.556374089,10.44063591,6.642055755,11.85473021,7.053552644,5.29233896333,5.443947436,6.123713395,4.056699474,9.779514641,4.77796061,8.867071067,5.057462456,5.151586144,7.12895681,5.1897411875,6.636411191,9.293610236,10.19481259,9.777124244,7.695960982,12.970346955,6.94578590514,6.527119521,6.85002063633,10.34910181,7.73304554033,5.700724934,8.883830184,5.797474287,9.22593978533,5.828587949,6.209556324,10.11790315,6.435307999,6.8014918265,5.8233407445,5.394558084,6.732544377,5.994133479,7.145935011,7.92292794,5.62181327975,8.70463678933,9.343419551,5.49947363467,12.5439804,7.487359976,6.92390950133,6.109836529,9.757740483,5.619624748,10.4653608185,5.451055498,5.899182429,8.407417683,5.876585242,6.74314012767,12.00989343,Control
GSM427159,7.826232466,10.38197038,6.668073461,10.93507131,6.837302163,5.60803391833,4.523503679,6.353195907,4.911705061,9.614162807,7.493057094,8.528308686,5.40668228,4.943700135,8.16470045175,5.2705778915,7.001242451,10.15068061,11.15002032,10.42274839,8.139527211,12.9002596,6.96887473943,6.6127320924,6.86544696733,10.84683237,7.76905320567,5.853378958,9.2395806605,5.821079567,9.65798629833,6.22776574,6.23007389,10.04213853,6.68672331833,6.737760397,5.9676331465,5.013251478,6.648325671,5.919108385,6.924875212,8.212157254,5.99887986025,8.396903982,9.953964008,5.62561365333,12.50103733,8.722535293,7.08136144267,6.205652149,10.08591759,6.49853177267,11.045214235,5.166927545,5.309804873,11.4035182,6.196533893,7.295763151,12.20475003,BRCA
GSM427160,7.537647698,11.76503338,6.608332915,9.908242911,6.000339336,5.72257639933,5.079816751,6.436091549,4.878984301,9.28959884,6.926506897,6.599805472,5.434470814,5.173838258,8.265187617,5.5122677185,6.947055725,10.98412667,11.91235432,10.50080233,8.651483291,13.044669795,7.126093946,6.2696480308,6.50144598933,10.94627781,7.30595834867,5.658790765,8.035975337,5.579701547,10.0576530213,6.04843851,5.730783436,10.50484657,6.36773601167,7.290014311,5.90455910375,5.503993644,6.94883771,6.234487549,6.119621392,7.808660365,5.785037344,8.515433634,9.998054828,5.374601183,11.31092814,8.874398256,7.14589495167,6.466305418,10.06457475,5.84141443467,11.61689802,5.112503363,5.399009764,10.24378721,5.894703343,7.700004099,12.80365393,BRCA
GSM427162,7.91055448,11.34028702,6.277153122,9.836169177,5.4814809135,5.25179341733,5.129088497,6.318954546,4.180143653,9.446194768,7.127223453,6.753287377,5.706538322,5.066316611,7.61032296375,5.3936997815,7.564094459,11.25779165,11.5141002,10.58816676,8.848952379,12.98230153,6.25068708814,6.2848404562,6.73312979833,11.2835892,7.566227501,4.526932284,8.460124816,5.745177655,9.36088115533,6.252954533,6.458780312,10.26509376,6.54769707467,7.9321150915,5.758296575,5.446761787,6.524350224,6.708398067,6.209020126,8.521434692,6.00254861525,8.52603302833,9.967522091,5.33414475233,12.02547364,9.521502846,6.46216207167,5.59291388,10.01546423,7.605638427,10.705123263,5.68566776,4.994139844,9.151968584,6.784638526,7.42008949233,12.55838012,Control
GSM427163,7.055746423,10.58383522,6.795036757,10.04796267,5.8624679885,5.68564613933,5.510179653,6.240319696,5.403788568,9.337890083,7.619965223,7.390665805,5.400889039,5.23113596,7.744837769,5.2510683345,6.625420731,9.847089115,11.74803988,10.04312339,8.84381204,12.901448725,7.18244667671,6.5924215122,6.81340590633,10.72100969,7.14608217833,5.524354632,8.3454203835,5.353509659,9.67758439933,5.850631456,4.948613986,9.800726477,6.78912007267,6.559059008,5.8479986655,5.31832701,7.46131803,6.114372881,6.381807349,7.753920581,5.721517129,8.52308099,9.853855775,5.49268034067,11.37897501,9.106668358,6.99922139167,6.716651865,10.01526211,6.32537749467,11.838837845,4.550123556,4.906423146,11.39527989,5.943224681,7.739961832,12.44726543,BRCA
GSM427164,6.85256423,10.48825468,5.579852369,11.0724812,6.2657639425,5.429492873,5.649048651,6.376000002,4.867663307,9.65659519,6.963535174,8.609743075,5.374005926,4.727392239,7.76381979175,5.384486519,6.866664227,9.821300096,11.45582051,10.21465945,6.920445533,13.345227255,7.271366378,6.4886357234,6.50456557867,10.7042238,6.78649468667,5.853877943,8.4466293725,5.878732237,9.71617004,6.264635533,5.424175738,9.479103779,6.73902004267,6.9946221675,5.935647283,4.985513237,7.252336945,6.246603446,6.657000843,7.921396347,5.75476285725,9.44234958633,9.593984478,5.65353284033,11.61103415,8.262201898,7.30159087867,6.074843234,10.45556383,5.74379654567,11.604137535,5.560264997,5.238606558,13.07564465,6.232090496,6.81310842267,13.02343475,BRCA
GSM427165,9.291666361,11.15959405,7.547899223,9.255294845,5.5923308015,5.56961170333,5.28356184,6.708673956,5.178725843,12.59315889,6.460337629,6.207068633,5.68566776,4.77796061,7.90267372775,5.0781205915,7.01033543,10.5787857,10.73900867,9.760949066,8.87920118,12.567749395,6.587592285,6.3745823812,6.780834989,12.05268701,7.43641033367,4.789483203,9.9586772805,5.418536788,8.83286652133,6.518854253,6.893972281,10.73861188,6.790668032,6.700055644,6.14608826725,5.046808884,6.541565657,5.682019293,8.534916724,8.655048663,5.33596100175,8.56421940767,8.875304823,5.30611277767,11.07640162,9.802294663,6.48633039033,6.830487081,10.00516175,5.10181611067,10.2247242155,5.414821571,5.096779711,8.22256686,6.452575359,7.10022614933,11.40859261,BRCA
GSM427166,8.950265087,10.8852123,5.972354482,10.98982397,6.603667755,5.82396929667,5.018602184,6.290853455,5.120093989,10.41429442,5.685107058,8.434358348,5.536217098,4.564786233,7.363725271,5.432418864,6.190817922,10.10988324,11.39699552,10.02857645,7.036808602,12.832913565,7.12159637657,6.182989157,6.71134204967,10.35482269,7.51796725,4.756238089,8.4878315945,5.243375136,9.14835891633,6.355928609,6.169830446,10.82235197,6.50818729167,7.0758149195,6.38571988,4.756238089,6.401140314,6.007201809,7.380290323,7.181254459,5.25640052575,8.80281133533,9.772286167,5.751576261,12.63995684,7.68113495,7.67687424867,6.554209422,10.02337358,6.48498078533,11.230446555,5.154424477,5.510179653,9.706263374,5.914092825,7.51201575333,12.40979539,Control
GSM427167,6.592012667,11.24903656,6.964344117,10.20419243,5.940327262,5.766902227,5.163811922,6.496818333,5.307438771,9.708558488,5.901054678,7.669826018,6.227476961,5.577437325,7.68324236775,5.249326338,7.003043143,11.36117359,11.79378019,9.64277427,7.886307978,12.876117185,7.27824373014,6.4813948162,6.82324972833,10.66574031,6.83011701567,5.034426206,7.714322137,5.778873021,9.81358013633,5.833276737,5.823183308,10.26978741,6.84945253667,7.145255335,5.828512715,5.108536217,7.250680065,6.440873838,6.17627851,7.696795653,5.7172838405,9.02423309467,9.689124896,5.62602466933,11.14770754,8.47004987,7.03128532533,6.124695819,10.16436051,5.15994938333,11.7320396,5.221694654,5.910739406,9.125000832,6.257393146,7.66507411167,12.47414328,BRCA
GSM427169,7.680959203,10.68107171,6.047566334,10.02491841,5.740700728,5.47905402533,5.159075364,6.274406692,5.181511332,8.724600075,5.838328613,8.05923781,5.589921684,4.656520763,8.266235045,5.3798116395,6.271748387,10.30930613,11.24778827,9.778192608,9.183908962,12.710907205,6.66799436186,6.5779264378,6.79550833233,11.32122928,7.20637665767,6.255789266,9.012490288,5.527954892,9.89908857167,5.997750375,5.647898183,10.29824049,6.82081096367,6.9288984445,6.023262785,4.842490216,7.28012379,6.536368163,6.604779761,8.239671468,5.76865980625,8.801573127,9.669851091,5.76769855267,11.40394419,9.038233906,6.72553873467,6.762651532,10.0572611,6.23884315,10.8220317815,4.704059729,5.144669712,8.587403553,6.333473491,7.70410549233,12.68293541,BRCA
