@relation data

@attribute id string
@attribute 1000 numeric
@attribute 1001 numeric
@attribute 1002 numeric
@attribute 1003 numeric
@attribute 1004 numeric
@attribute 1005 numeric
@attribute 1006 numeric
@attribute 1007 numeric
@attribute 1008 numeric
@attribute 1009 numeric
@attribute 1010 numeric
@attribute 1012 numeric
@attribute 1013 numeric
@attribute 1016 numeric
@attribute 10207 numeric
@attribute 10686 numeric
@attribute 1364 numeric
@attribute 1365 numeric
@attribute 1366 numeric
@attribute 137075 numeric
@attribute 149461 numeric
@attribute 1495 numeric
@attribute 1499 numeric
@attribute 1500 numeric
@attribute 23562 numeric
@attribute 23705 numeric
@attribute 24146 numeric
@attribute 253559 numeric
@attribute 25945 numeric
@attribute 26285 numeric
@attribute 3728 numeric
@attribute 4301 numeric
@attribute 49861 numeric
@attribute 5010 numeric
@attribute 50848 numeric
@attribute 50855 numeric
@attribute 51208 numeric
@attribute 5584 numeric
@attribute 56288 numeric
@attribute 57863 numeric
@attribute 5817 numeric
@attribute 5818 numeric
@attribute 5819 numeric
@attribute 64398 numeric
@attribute 64403 numeric
@attribute 7122 numeric
@attribute 81607 numeric
@attribute 84552 numeric
@attribute 84612 numeric
@attribute 9069 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9074 numeric
@attribute 9075 numeric
@attribute 9076 numeric
@attribute 9080 numeric
@attribute 92359 numeric
@attribute 999 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.5979654778,1.0463232510,-0.0233479892,-0.0133768996,0.0783074513,-0.2008214393,-0.0647640488,-0.1143447921,-0.0111095886,0.7494903686,0.1024323118,0.1096465755,0.0259259634,-0.0745955211,-0.0631073260,-0.0223843215,-0.1252300160,-0.1476838194,-0.1987272162,0.4835664393,-0.0074819067,0.9484378830,0.6174689995,0.9451780202,-0.0402767094,-0.0734449587,-0.0579599621,-0.0985550951,0.1380914762,-0.0993328252,0.5190507571,0.1553148002,-0.0578838971,1.7780538464,0.1721759651,-0.0972748564,0.0106290318,1.7697005848,0.0547147559,-0.0783314924,0.4931013983,-0.1142288212,0.3088382735,0.2187291069,0.1031196858,-0.0632721569,-0.0633613280,0.3080564429,-0.1099719364,1.4161180919,-0.1290155527,-0.0941349924,-0.1467970380,0.0676349092,0.0597489652,-0.0359190766,-0.0723619047,0.0180790283,BRCA
GSM481003,1.3296003885,1.7734553069,0.0544145126,0.4899988875,0.0500223158,-0.1118321435,0.0951950289,-0.1042988369,0.0700159315,0.6612249432,0.0667589557,-0.0141222670,0.0245818621,-0.1568519929,-0.0646918513,-0.0365280954,0.0770159362,-0.0318918048,-0.0054070148,0.6464457552,-0.0913396300,0.8481773518,0.5368674805,0.8074151114,-0.0180205922,0.0865294727,0.0002747841,-0.0465889394,0.1352466541,-0.0898194867,1.9954492914,0.2534420761,-0.0199478673,2.2123938208,1.5130936287,0.0746779270,-0.0279037119,1.7333772512,0.0419294085,-0.0181471641,0.5116480002,-0.0459073462,0.4601656807,0.1585267302,0.1115832601,0.0381998179,0.0594059598,0.3940430930,0.0427101775,1.5566413469,0.1356607050,-0.0739172306,-0.1176093894,0.0088720419,0.7368682986,-0.0700399989,0.0660841389,0.4613067603,BRCA
GSM481004,1.4713144403,0.7528884635,-0.0276429545,0.0945324420,0.0428948966,-0.2162795370,0.0863886554,-0.1503450452,0.2112655395,0.7788244613,0.0481748961,0.1217222093,0.0122744407,-0.1332132278,-0.0846919137,0.0373970289,-0.0769742121,-0.1009666412,-0.1511752432,0.1616731554,-0.0095652844,0.9743504069,0.5084360550,0.7678586823,0.0966304259,-0.0381200019,-0.1035351688,-0.0873593846,0.1437060048,-0.1526163470,0.9421357878,0.1754201994,0.0009818068,2.2593973856,0.4297045224,0.1305255968,-0.0285216565,1.3527111826,0.1370990334,-0.0503688476,0.4409694789,-0.0380897999,0.3655948651,0.1936402112,0.0905039976,0.0332571217,-0.0232415956,0.4171824092,-0.0643866707,1.5376644399,-0.0304403317,-0.0851041900,-0.1383349480,-0.0639183010,0.2723441043,-0.0734170721,-0.1336908857,-0.0217994316,BRCA
GSM481005,1.6797260343,1.2867841321,-0.0560912219,0.0000804398,0.0497229934,-0.1934793439,0.0294434926,-0.1029824390,1.0335359946,0.6911184866,-0.0762850293,0.1131962989,0.0092072519,-0.0696289316,-0.0723648853,0.0072821304,-0.1651466861,-0.0270103897,-0.1056594801,-0.1475589197,-0.0534659259,0.9575539475,0.6957511474,0.9065400410,0.0167830338,-0.0069249025,-0.0527448335,-0.0644502998,0.3724417455,-0.0713195771,0.4197243881,0.1683785377,-0.1147465410,2.1457658741,0.3964699985,0.0029082234,-0.0072189732,2.1488943961,0.0934391537,-0.0680289860,0.4413598240,0.0027889507,0.2964933475,0.3916140001,0.0739131961,-0.0542451661,0.0544220649,0.2970897404,-0.0855460128,1.9821252821,-0.0173925526,-0.1237518556,-0.0496233711,-0.0199526320,-0.0104058827,-0.0409253000,-0.0690216853,0.1299700532,BRCA
GSM481006,1.3675755582,1.6904690153,-0.0409263082,0.1612103124,0.0467335765,-0.1169966974,0.0328522278,-0.1086801989,0.2558661020,0.7494630882,-0.0966455708,0.0011054751,-0.1114856009,-0.0839888749,-0.0578388094,-0.0026003006,-0.1355574389,-0.0774333748,-0.2067639050,0.5398162300,-0.0876578273,0.8742118731,0.6774093451,0.9744137096,-0.0307478687,0.0422912994,-0.0915561106,-0.1009712459,0.1421901085,-0.1103085900,1.2653572094,0.2292108573,0.0236724890,1.9937688903,0.8491318701,0.0621828244,0.0010636475,1.8889272941,0.0277093285,-0.0353805706,0.6317264760,0.0320668299,0.3381265376,0.3281786159,0.0753326460,-0.0467863620,0.0315804363,0.5306632027,0.0802380424,1.8998744222,-0.0659961187,-0.0418901456,-0.0821439109,-0.0216550640,0.5855412611,0.0365791840,-0.1061139648,0.4513764037,BRCA
GSM481007,1.0227410624,1.5422820653,-0.0475072155,0.0045146588,-0.0285256674,-0.1495889758,0.0339951526,-0.0152551326,0.0328689753,0.6532797778,0.0236153661,-0.0230800621,-0.0843010318,-0.0894696450,-0.0350791236,0.0130901235,-0.0978646680,-0.0829389156,-0.1218640478,0.7363453357,-0.0199723783,0.6260495298,0.6134111168,0.5799589310,0.0172288164,-0.0147487751,0.1859712519,-0.0832487602,0.0680375473,-0.1195297471,1.8259181446,0.2500381181,-0.0968918964,2.3516883970,1.6583707928,0.2238111468,0.0513456334,1.5754799742,0.0052987031,0.1619422150,0.3180357602,-0.0268472135,0.3968873509,0.1132280026,0.1470146998,-0.0214410374,-0.0026686011,0.4151096356,0.2656958341,1.4798028206,0.1210163136,-0.1220999053,-0.0683014363,0.0905470607,1.4211435434,-0.0968751900,0.2195114763,0.4485116918,BRCA
GSM481008,0.9228694716,0.0039136951,0.0178911288,0.0333404951,0.1611138591,-0.1576675118,-0.0908901902,-0.0907983058,0.0854150220,0.4953014837,0.1138822467,0.1093937174,0.0059905660,-0.0765790808,-0.0863540365,-0.0037437584,-0.1279147234,-0.1123889600,-0.1806557250,0.6415533715,-0.0391388203,0.7411739787,0.5762742963,0.5187921416,0.4461546540,-0.0349215153,0.0232674289,-0.0873119433,0.2515760225,-0.1385545979,0.6175316408,0.2520220037,0.0730095169,2.2026615411,0.5256794312,0.0708427944,-0.0348905814,1.4140400523,0.1101996494,-0.0844385904,0.2994903597,-0.0361669830,0.3928937842,0.1953924713,0.1922510317,-0.0376614083,0.0272547933,0.2144924125,-0.0834110376,1.7322629622,-0.1176157688,-0.0122161880,-0.1178862223,-0.0573390999,0.1489628334,0.0042389902,-0.1698746133,-0.0903745492,Control
GSM481009,1.4470240220,1.0375101789,-0.1450700366,0.0506164488,-0.0652510716,-0.1459222188,-0.0798178568,-0.0857142596,0.1509604012,0.6236320716,-0.1425785224,0.1001143536,-0.2159718309,-0.0655023897,-0.1021771133,0.0322131466,-0.2175777387,-0.2309847074,-0.3239832272,0.3818471958,-0.0151111214,0.6573927260,0.6379877187,0.6648917058,-0.3524707656,-0.0955513121,-0.2994706491,-0.1098567331,0.1733775415,-0.0878456450,0.2610165252,0.1580762435,0.0039704921,2.1482219389,0.2615423322,-0.1237639573,-0.0035961770,2.1199635466,-0.0647555073,-0.1295604635,0.1706527257,-0.2542572968,-0.0572927748,0.2231691380,0.0006359905,-0.3593711976,-0.0785754840,0.1480060096,-0.0647581583,1.2617381363,-0.0852210291,-0.2085292622,-0.2712967194,0.0564312365,-0.0183282045,-0.1051120184,-0.1658540083,-0.1490650472,Control
GSM481010,1.5328088322,1.7506944463,-0.0034590244,0.5186366420,0.1256009670,-0.1711233687,0.2900433851,-0.0329807828,0.7042741590,0.7658960385,-0.1101234074,0.0512196120,0.0123408077,-0.0890492139,-0.0280430553,-0.1227839591,-0.0723927971,-0.0818662104,-0.2232451839,0.0075093593,-0.0471156272,0.9702485215,0.7343420027,0.9039135979,-0.0385854524,0.0914671744,-0.0170132802,-0.1140844221,0.3874748792,-0.1451198281,0.6622367236,0.2524100515,-0.0839966420,1.9871320729,0.8896137413,0.0721284406,-0.0635856931,2.3095139861,0.1628911358,-0.0555126737,0.4243409822,0.0087880768,0.3127255697,0.4308764524,0.1217501738,0.0097856214,-0.0070193834,0.3041201653,0.0213286599,1.8899826869,-0.1181290174,-0.1320328181,-0.0641655834,-0.0510926381,0.6879768297,-0.0056853701,-0.1165137827,0.1339713250,Control
GSM481011,1.2870353223,0.8798664578,-0.0241696668,0.0382071539,-0.0026647525,-0.1598585136,-0.0466669575,-0.0128133176,0.6482558154,0.6185035237,0.1243176537,0.0890077814,0.1281213288,-0.1308623164,-0.1086469118,-0.0524687663,-0.1097075660,-0.0337967091,-0.2333274842,-0.0038722266,-0.0108503157,0.6898040355,0.4369135557,0.5923281113,0.0645246438,-0.0788466388,-0.1686636735,-0.0322116343,0.1408457296,-0.1149002292,0.8639014032,0.1377142455,-0.0204622396,2.4381522666,0.4734666871,0.0815531487,-0.0464917036,1.4722489524,-0.0068489825,-0.0281307785,0.5014586547,-0.0258344951,0.5078688389,0.1587852012,0.2233924647,0.0025461503,0.0804689621,0.1973771147,-0.1047287174,1.4835797582,-0.0942685216,-0.1349419378,-0.2199967790,0.0212484036,-0.0415157032,-0.0719957563,-0.0734632993,0.0557324726,Control
