@relation data

@attribute id string
@attribute 148867 numeric
@attribute 169026 numeric
@attribute 23516 numeric
@attribute 25800 numeric
@attribute 27173 numeric
@attribute 283375 numeric
@attribute 29985 numeric
@attribute 29986 numeric
@attribute 55630 numeric
@attribute 55676 numeric
@attribute 57181 numeric
@attribute 64116 numeric
@attribute 64924 numeric
@attribute 7779 numeric
@attribute 7780 numeric
@attribute 7781 numeric
@attribute 7922 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.7246894618,0.0539343563,0.5434584001,0.6795325530,1.5848862914,-0.0920051826,-0.0747371650,-0.0362219331,1.5486305206,0.8181838197,1.1168064210,1.0072034998,1.4626536128,0.9264050491,-0.0215843379,-0.0572070283,1.0813118153,BRCA
GSM480985,0.6891994449,-0.1378325761,0.5121860442,0.7750166009,1.4211826749,-0.0835574502,-0.1053565153,0.0445223944,0.8271569451,0.5127321483,0.9887884636,0.7553762487,1.4165946527,0.4388877021,-0.1403385664,-0.0434631953,1.1022048660,BRCA
GSM480986,0.6791545047,-0.0895522984,0.6600685196,0.7607970111,1.4769214446,-0.0955417266,-0.0311712661,-0.1306947379,1.5545580275,0.9809069833,0.9777032579,1.0853905270,1.4188491107,0.9759945074,-0.1369670289,0.0552305557,0.9512364817,BRCA
GSM480987,0.7562707324,-0.1228253735,0.9407765020,0.6465993536,1.2613753783,-0.0898136252,-0.0293393198,-0.0745957854,0.6408092926,0.9132424393,0.3717690077,0.3205596994,1.5456650398,1.2347890932,-0.0926695749,0.0487884796,1.0498802066,BRCA
GSM480988,0.6204300836,-0.0557835294,0.4653071652,0.8401865029,1.2867967487,-0.0883843021,-0.0418745651,0.0235209131,1.0588820426,0.5041111310,0.6791754391,0.9946171280,1.2563644951,0.7022115918,-0.0466850447,0.0369217820,0.7749306249,BRCA
GSM480989,0.5125136416,-0.0403286735,0.3716963262,0.5207381457,1.9061624663,-0.0882027944,-0.0876998835,0.2406931826,1.7601112872,0.5361240603,0.4475965592,0.9485644227,1.0330344367,0.7113835743,-0.1629803540,0.0527287764,1.0092216531,BRCA
GSM480990,0.6479802439,-0.0140957179,0.6249517207,0.6670371142,1.8681399991,-0.0074003159,-0.0695152111,0.0814406490,1.5265121134,0.4280197223,0.6612901979,0.6114829820,1.1471129775,0.8304764362,-0.1077449899,-0.0179542143,1.0735538138,Control
GSM480991,0.6000993662,-0.0533793204,0.4781859358,0.6960024231,1.6234901077,-0.0507870072,-0.0389240249,0.4373132161,1.3613583091,0.7196704150,0.6867004943,1.0102788307,1.2573730239,1.0543375842,-0.1148293945,0.0406252496,0.9978751906,Control
GSM480992,0.5061310185,-0.0373099875,0.4553224068,0.5155388788,1.8208801149,-0.0159649445,-0.0330476947,0.0233072495,1.5833853521,0.7231366537,0.5276465299,0.9621542711,1.1088050362,0.8849632144,-0.1415654206,0.0765569789,1.1480275403,Control
GSM480993,0.6678873242,-0.0733990929,0.6249106030,0.6201377301,1.6936393211,-0.0516739641,-0.0002893646,0.0490127746,1.5499228464,1.0688847107,0.5526884164,0.9694576064,1.3725986200,0.7767530878,-0.0818775788,0.0879095668,0.9642992814,Control
GSM480994,0.4941041040,-0.0228983455,0.4013455043,0.6411416370,1.7522112259,-0.0035050108,-0.0919843154,0.0321757206,1.4567600861,0.6353850463,0.3975229938,0.8881947423,1.2753025820,0.4845069399,-0.0808997951,-0.0103268690,0.9990296034,Control
GSM480995,0.6851241070,-0.0742971102,1.0642426770,0.8823516695,1.6858731530,-0.1075663037,-0.0415783221,-0.0817881049,0.8087867052,1.1268087627,0.7123627309,0.8242810065,1.3133579076,1.7345318928,-0.0688772249,0.0661029612,1.3283507858,Control
GSM480996,0.5770734246,-0.0125670461,0.6398796353,0.8424475967,1.5082561501,-0.0684700893,-0.0433195302,0.0794194885,1.3507758751,0.7096900643,0.6917178201,0.5340752683,1.2938143785,1.4645857083,-0.1116359975,-0.0154736999,1.2724451266,BRCA
GSM480997,0.6403177666,-0.0832029318,1.0610171386,0.5858256227,1.7515453930,-0.0691992359,-0.0575241056,-0.1077423635,0.6818121446,0.3743775687,0.4660167915,1.2833358886,1.0045229077,1.0183420248,-0.0230038292,0.0030704191,1.5696947310,BRCA
GSM480998,0.9324274363,-0.0740473106,0.6530315727,0.8289113093,1.9848412956,-0.0913760674,-0.0232505546,-0.0723253495,1.3284623549,1.0685693223,0.5126247104,0.9466914377,1.1707125878,0.9568018234,-0.1270929107,0.0901479521,1.7096297726,BRCA
GSM480999,0.6617300431,-0.0932603411,0.4609949361,0.9005059463,1.6048334626,-0.0302821215,-0.0552563394,-0.0925233187,0.8679544497,0.7855608067,0.8112447949,0.9380392234,1.2945212444,0.9048802258,-0.1139010138,-0.0461420756,1.2182718450,BRCA
GSM481000,0.5711948873,-0.0776646911,0.4353826922,0.7447428674,1.5993860364,-0.0712045183,-0.0440825591,0.0087588881,0.8861265090,0.6615229447,0.6147880225,1.0020694549,1.1558091098,1.0325516959,-0.1324960084,-0.0298541972,1.2834947941,BRCA
GSM481001,0.8334253448,-0.0835321177,0.9376645318,0.9129773500,1.6023688381,-0.0860357391,-0.1200344975,-0.0360058060,0.6053814830,0.8089772267,0.8194840687,1.1312196700,1.2252312266,1.0014566149,-0.1292615824,-0.0353043001,1.1454652721,BRCA
