@relation data

@attribute id string
@attribute 10858 numeric
@attribute 10998 numeric
@attribute 11001 numeric
@attribute 1109 numeric
@attribute 1582 numeric
@attribute 1593 numeric
@attribute 23600 numeric
@attribute 51302 numeric
@attribute 6718 numeric
@attribute 80270 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,7.069103653,6.701137054,6.963246156,5.519645097,5.178526673,10.7221503,6.93423366833,6.456568394,9.815758405,9.315874762,Control
GSM427159,7.099981891,7.221082271,6.033319063,5.911818141,5.201056716,11.02832761,6.402667179,6.445892764,10.1462129605,8.748411858,BRCA
GSM427160,6.774659006,8.427167336,6.053334703,6.040021845,5.182504847,11.28307404,7.403785913,7.029139294,9.7177441945,8.598444418,BRCA
GSM427162,7.252526182,8.562873108,5.504788206,6.006528756,5.000914074,11.11355354,6.13048027067,6.9302706035,10.085094788,8.500683687,Control
GSM427163,6.062214149,8.251531081,7.801322174,5.572595075,5.326799101,10.93731517,6.97442544467,6.7706665135,9.820262273,8.888919105,BRCA
GSM427164,6.590366699,6.425766121,6.354474751,6.052356793,5.222467693,11.89018267,7.389363753,6.982590593,10.3744482785,9.232481563,BRCA
GSM427165,8.050339969,6.913221911,5.857863615,5.850631456,5.630093262,10.84461576,5.992893276,6.01779139,10.0252553475,8.560448556,BRCA
GSM427166,6.47143593,7.789307238,6.539938605,5.805041697,5.528970731,10.92031584,7.81210927067,7.0861768335,9.394676109,8.880724644,Control
GSM427167,6.424171013,8.442550769,6.196730592,5.967059784,5.425183376,11.30129057,7.17517287233,7.471796476,9.764335427,9.225244272,BRCA
GSM427169,7.861042112,8.020912072,6.560107813,5.98664487,5.622938584,10.6623838,6.94116491067,7.009118688,9.6444656875,8.656086161,BRCA
GSM427170,7.842619252,8.053302965,6.227958227,5.648042042,5.732683853,11.55806922,6.57899015267,6.307228857,9.717226957,9.914968493,BRCA
GSM427171,7.121484628,7.673046,10.01166444,6.018929689,5.291135005,11.13168997,7.72611715267,6.537252681,11.7979114495,8.276055905,Control
GSM427172,7.506131263,7.8694722,7.693802512,5.992094983,5.593287468,10.5503671,7.31500335067,6.300763877,9.663585797,8.568565267,Control
GSM427178,7.780213504,7.789437666,6.738636546,5.7012796,5.463533568,11.03869289,7.316624831,6.541109169,9.8470855375,8.937801287,BRCA
GSM427181,7.871937763,7.378037131,6.930918032,6.043635001,4.966374225,10.47812272,7.72856936133,7.137136477,9.757492651,8.826954486,BRCA
GSM427182,7.70535786,8.28259169,7.220840508,6.078850631,5.332538997,11.34599024,7.64084558367,6.722669948,10.498127208,9.106877698,BRCA
GSM427183,7.730336178,8.153857416,8.262201898,5.773740066,5.37304892,11.0826449,7.60587163467,6.1684757915,9.6026864805,8.864341803,BRCA
GSM427187,7.6746533,8.602996767,7.847622917,5.442621133,5.136490053,10.85568242,7.580803739,6.739456546,9.335142456,9.265123395,BRCA
GSM427189,7.809512721,8.47891229,7.581616992,5.67822071,5.657505139,10.94183646,7.885073374,6.8994632645,9.3504105795,9.360375869,BRCA
GSM427193,7.43588092,8.992655946,5.666764579,6.256213996,4.842490216,11.24345683,6.394622927,6.6454742555,8.8998082855,8.994354232,BRCA
