@relation data

@attribute id string
@attribute 1022 numeric
@attribute 10302 numeric
@attribute 10621 numeric
@attribute 10919 numeric
@attribute 11128 numeric
@attribute 11178 numeric
@attribute 11335 numeric
@attribute 121504 numeric
@attribute 126961 numeric
@attribute 128312 numeric
@attribute 171568 numeric
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 2074 numeric
@attribute 255626 numeric
@attribute 25885 numeric
@attribute 284119 numeric
@attribute 2965 numeric
@attribute 2966 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 2971 numeric
@attribute 2972 numeric
@attribute 2975 numeric
@attribute 2976 numeric
@attribute 3012 numeric
@attribute 3013 numeric
@attribute 3014 numeric
@attribute 3015 numeric
@attribute 3017 numeric
@attribute 3018 numeric
@attribute 3020 numeric
@attribute 3021 numeric
@attribute 4331 numeric
@attribute 474382 numeric
@attribute 4774 numeric
@attribute 4781 numeric
@attribute 4782 numeric
@attribute 4784 numeric
@attribute 51082 numeric
@attribute 54145 numeric
@attribute 5435 numeric
@attribute 5437 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 5442 numeric
@attribute 5451 numeric
@attribute 54700 numeric
@attribute 55290 numeric
@attribute 55703 numeric
@attribute 55814 numeric
@attribute 5595 numeric
@attribute 64216 numeric
@attribute 653604 numeric
@attribute 661 numeric
@attribute 6617 numeric
@attribute 6618 numeric
@attribute 6619 numeric
@attribute 6621 numeric
@attribute 6741 numeric
@attribute 6908 numeric
@attribute 7019 numeric
@attribute 7270 numeric
@attribute 7343 numeric
@attribute 7702 numeric
@attribute 7978 numeric
@attribute 8294 numeric
@attribute 8330 numeric
@attribute 8334 numeric
@attribute 8335 numeric
@attribute 8337 numeric
@attribute 8338 numeric
@attribute 8339 numeric
@attribute 8340 numeric
@attribute 8341 numeric
@attribute 8342 numeric
@attribute 8343 numeric
@attribute 8344 numeric
@attribute 8345 numeric
@attribute 8346 numeric
@attribute 8347 numeric
@attribute 8348 numeric
@attribute 8349 numeric
@attribute 8350 numeric
@attribute 8352 numeric
@attribute 8354 numeric
@attribute 8355 numeric
@attribute 8356 numeric
@attribute 8357 numeric
@attribute 8358 numeric
@attribute 8359 numeric
@attribute 8360 numeric
@attribute 8361 numeric
@attribute 8362 numeric
@attribute 8363 numeric
@attribute 8364 numeric
@attribute 8365 numeric
@attribute 8366 numeric
@attribute 8367 numeric
@attribute 8368 numeric
@attribute 8370 numeric
@attribute 84172 numeric
@attribute 85236 numeric
@attribute 8850 numeric
@attribute 8932 numeric
@attribute 8968 numeric
@attribute 8970 numeric
@attribute 9013 numeric
@attribute 9014 numeric
@attribute 9015 numeric
@attribute 902 numeric
@attribute 9328 numeric
@attribute 9329 numeric
@attribute 9330 numeric
@attribute 9533 numeric
@attribute Class {Control,BRCA}

@data
GSM427170,9.6014742,7.227811157,8.446464186,6.849441716,9.7997208475,7.363480204,6.32084025133,5.66903474,4.761566465,5.364757352,7.722346902,9.204131621,10.65722043,6.80361816,5.331106163,6.749605076,13.591191,6.858718118,5.171538364,7.676452764,10.34768534,12.14532727,6.10968114167,9.789998625,9.4444225305,5.920180882,5.194964872,8.1824276685,12.2658041,7.35042085667,5.272033689,14.22653269,12.39411974,7.173305173,4.974542217,10.47290939,12.08918571,6.3468523595,11.86917365,11.1655531365,9.166565528,12.18094263,11.13855038,6.755291951,9.66947024,10.59102464,7.128126143,7.108213734,9.645469809,9.409094477,6.360281414,11.573459625,9.489172926,5.796890531,7.94040335,8.3309963405,10.1723466,6.8100585525,11.26765739,8.1146325505,9.676966886,10.18260886,7.1950921465,7.034116831,8.487841164,6.5993168515,4.87013196,5.741070021,6.930030968,5.462225158,9.7660141615,10.37700472,5.956702124,5.294263476,5.259471408,6.603037,6.366720539,5.218210843,5.576228285,4.522568122,5.130942449,5.186868206,8.374019108,6.270534198,6.255883662,6.283556631,5.817118769,5.758230711,4.874319002,5.465983644,5.773740066,5.154829498,5.190823476,7.261815502,5.361251859,13.67776426,6.624543716,5.681316606,5.488652576,5.272033689,6.971345601,7.420939128,11.78113439,5.938762876,5.776494472,5.69300685,8.826803578,8.253742878,7.8010773155,6.275122917,8.174296834,11.05900997,5.986815498,9.461173034,10.3078102555,BRCA
GSM427171,9.65659519,6.508314253,7.066307529,6.2414133605,9.5382640275,8.38961104,7.06848874567,5.572595075,5.21024395,4.586084011,7.330861195,7.815256994,10.16944939,5.84925574,4.971556485,6.076073353,13.07861622,6.7861813475,5.37574431,8.933248873,9.399502844,11.79117929,6.300815594,8.767655729,9.772207463,9.595365248,5.017266367,7.7048200875,12.65463721,8.22423822633,5.464840793,14.777237275,12.8619748,7.443588263,4.835433068,10.63394452,13.1577646,6.69408557125,12.08864757,11.340439262,10.51955791,12.08367055,11.28537059,6.326074949,8.91062109,9.352121312,7.236973576,7.350543933,8.97289446,9.407990591,7.137147737,11.32136754,9.7662943375,5.972009767,6.76042431,7.4802312675,9.423032438,6.9832696555,10.67301333,8.090204516,9.878403925,10.56243828,7.0795198615,6.73484059675,8.734380341,6.4166370995,5.115003321,5.494104547,9.564845477,5.372961888,11.03101716,11.03470976,9.221497177,5.062651968,5.123305363,5.943869327,6.308435168,5.963018152,5.261165252,4.670748652,6.674196241,4.818149175,9.64111297,6.42114386,5.664419727,5.780186226,6.389055329,5.20340796,6.035630095,4.87013196,5.216077698,4.859610883,5.144465785,8.105084975,5.937704108,13.95892379,10.29642331,5.596198143,6.441786907,4.946744016,7.502913581,7.2235212355,12.73980492,5.091923254,5.553066382,6.175530214,8.650783516,8.463351853,7.7885119,6.07402072133,8.4740299995,9.873298423,6.342790836,9.890925851,10.1234981025,Control
GSM427172,9.597587563,6.56544914,6.957917862,6.1356256475,9.570559114,7.635901506,7.34345814933,5.718917257,4.985740915,5.674412098,7.472307713,8.343586732,10.08514084,6.223234887,5.062004299,5.937527571,13.43573605,6.421656707,4.988697465,8.832795987,9.933941823,11.74013292,6.28532725467,9.006284785,9.363165591,5.388974098,4.569650312,7.6203130365,12.24439068,7.56668640033,5.051601854,14.434166235,12.33286882,7.108370574,5.664704155,10.70122439,13.07191821,7.23602894675,12.26689494,11.236048345,9.510601559,12.19128143,10.97608812,6.547978484,9.180550154,9.702770563,7.466833308,6.691782333,9.667227381,9.302502487,6.563429392,11.488573795,9.5537152435,6.26697916,7.353303715,7.7476943415,9.714864166,7.284517841,10.91021194,8.362054383,9.64691917,10.22132766,7.0024161985,7.0738854935,8.710471653,6.398152146,5.437137209,6.054637553,8.642251314,5.1717385,10.3554384715,10.68061031,6.425178655,5.151586144,4.8729657,6.030066347,6.118843116,5.411605257,5.602298936,4.481986893,5.383886777,5.741339733,9.532570767,6.026031625,5.440131024,5.784118687,6.059945345,5.343062431,5.599028548,5.275762522,5.279110251,4.688758955,5.287630431,7.56483756,5.842357415,13.80946823,6.72451769,5.368952732,6.396267078,4.773747658,7.462300066,7.0414556755,12.11639279,5.527485802,5.617263028,5.850881445,9.197893105,8.301721586,7.703693316,6.00027574333,8.5940360615,10.02337358,5.816478911,9.572511293,10.139819903,Control
GSM427178,9.617614907,5.868520868,6.41304026,6.556324228,9.711409994,8.799930061,7.00460608433,5.903165591,4.184130008,5.398154738,7.62766303,9.167193021,10.93024227,6.269973458,5.037614213,6.249592888,13.73047547,5.456076664,5.292792099,8.194979796,10.39216207,11.77876926,6.66407784667,9.377037573,9.9886083205,6.695023358,4.285723506,8.5565489965,12.19058871,8.272745429,5.119782831,14.30850224,12.16931758,5.771628945,6.107798352,8.483292932,13.55973441,7.15108605675,12.6473067,11.49067027,9.94572954,12.38074251,11.73219511,6.114268757,9.410849402,10.48850324,7.941753554,6.490574642,9.531693909,9.363686411,6.693908988,11.695521545,9.08855741,6.222655455,7.190271935,7.6089198205,10.47900747,6.545646509,11.19478472,7.7597070265,10.21839405,10.21367569,7.224224933,7.03665479875,9.363303128,6.263118797,5.186075849,6.1476177,9.746943004,5.272033689,9.210895542,9.522812543,6.790319577,5.280781207,5.337721125,6.464101029,5.8736971,4.796249019,5.062436111,5.104558131,5.268482349,5.139972076,9.326475062,6.301867109,5.919942619,5.598582011,5.932280461,5.037614213,5.988861462,4.810457607,5.177530413,5.337721125,5.305068782,8.172653928,5.636197729,12.50573969,7.475573601,5.229406468,5.676811285,5.032113243,6.924993942,7.30090884,11.9164133,5.089171051,5.58016537625,6.060323727,8.738464816,8.84651938833,7.1833058445,6.08398569467,7.1655308455,10.90604899,5.862706313,9.359277986,10.4328007225,BRCA
GSM427181,10.07000053,5.631549051,7.032489697,6.564468504,9.3314084195,9.14693845,6.937769136,5.771166725,5.114899242,5.46712559,7.61842720033,9.101470918,11.10864878,6.733968186,4.917683858,6.322338866,13.89003007,5.544020716,4.788047896,8.73696091,10.23091542,11.80267601,6.26573375467,9.663176089,9.882119588,5.837193482,5.027807878,7.973477668,11.77544785,7.373276538,4.626473668,14.078392295,11.41782366,5.902683368,4.702259784,9.810861239,12.96419289,7.79669424325,11.42710081,11.49199224,9.341019005,11.50362218,11.25995523,6.092128797,8.426475613,9.865930845,7.959395068,6.765803652,9.420834547,9.605924446,6.663028337,11.206231375,9.6907552735,5.865430938,7.770583167,7.574063618,9.995046727,7.3714070015,11.68668229,7.721481723,9.772562477,10.9543274,7.2234299785,6.78032995575,8.916223677,6.716542153,5.045935721,5.537460123,8.831656493,5.569484446,8.1433122955,8.802121408,6.144052107,5.245658467,5.706262025,6.062214149,5.734581769,5.472171943,5.168332398,4.471592908,5.30196368,4.683996719,8.738371924,6.083219352,5.528267534,5.44808429,6.192791506,5.398154738,5.577890454,4.795469964,5.322839634,4.710961176,4.945808121,7.207676014,5.501686937,13.2267238,7.093182818,5.537460123,5.297201735,4.683996719,7.199282482,7.5037990705,11.30718958,4.719884481,5.4574363275,6.104971499,8.533243212,8.91495973567,7.9457875545,5.89107082267,7.126664761,9.956354783,6.591937891,9.682327984,9.977652487,BRCA
GSM427182,10.12919321,5.930625731,6.626516252,6.836478017,9.6882536075,9.948907821,7.08878339567,6.241654902,4.518505219,5.408721412,7.577433657,9.228344402,10.88769302,6.597386379,4.488522104,6.083219352,13.49883304,5.44209646,5.258529523,8.461204311,10.54330281,11.97142151,6.530096174,9.174302247,10.201313868,7.849156615,4.379281551,8.842111226,12.34682957,7.82207301767,4.742021934,14.42230459,12.36089516,6.196042028,5.507962085,8.641854076,13.49469877,7.798493913,12.67947906,11.89898438,9.858665306,12.54548466,11.67585684,6.016480301,9.227195422,10.2800983,8.550055208,6.029679945,10.02026505,9.544095621,7.509302192,11.49634678,9.3189394195,6.449524749,7.011174481,7.6034758595,10.51648826,6.831979564,11.17150852,7.6520896425,10.26730203,10.13386823,7.184325057,6.9761376035,9.164851081,6.713016505,5.06588596,5.829222461,8.501002294,5.262105418,9.8544198415,10.13087976,7.272725709,4.800655715,5.579701547,6.529825337,5.911578492,5.362129031,5.240515881,4.944168843,5.313800226,4.944168843,8.9542553,6.044837379,6.006192112,5.834541365,5.981059894,5.602001935,5.722063796,5.732683853,5.398154738,5.43205013,5.15826759,7.845617261,5.673211007,14.11502538,8.485387705,5.201056716,6.266557588,4.993460669,6.23007389,7.6144518565,11.86567539,5.915886099,5.6461575365,6.332936692,8.833563055,8.655959016,7.188564005,5.96521717667,7.207971487,10.42231215,6.043088135,9.247975637,10.631508046,BRCA
GSM427183,10.19591385,5.549831826,6.338607704,6.9880423995,9.7609210625,8.957966184,7.04498453333,6.619857273,4.907144547,5.357737827,7.87828070533,9.230129219,10.61346285,6.351827612,5.045717348,5.809035744,13.17297049,5.5223939415,5.533727829,8.260097569,10.42417183,11.95691889,6.716571483,9.499816557,10.3151018415,6.780838691,5.118952748,8.658799007,12.17054643,7.943711831,4.907144547,14.46353493,12.59087361,6.101719008,6.124799193,8.176099734,13.36626624,6.97364478375,12.78963253,11.748239575,9.735196839,12.57220763,11.58990637,6.083857569,9.319763063,10.43977405,8.568052181,6.429202197,10.0322459,9.361450983,6.557621173,11.796022585,9.2384013025,6.56605832,7.218856528,7.4984698615,10.50202152,6.862000309,11.24731951,7.899892268,10.29166028,10.36063893,7.2874185165,7.0457302765,9.534634151,6.475230784,5.214524337,5.88179384,8.954364367,5.744774144,9.687734615,10.0579109,7.389762805,4.490426825,5.409230745,6.449813597,5.564081832,5.441791574,5.538546893,5.205168882,5.122477305,4.77031556,9.594101148,6.435466602,6.209166382,6.035904971,5.474445169,5.07383228,5.472171943,5.361251859,5.25928308,4.808914358,4.974542217,7.604462652,5.646026713,12.66850837,6.397636666,5.212385731,6.037388399,4.650791135,6.682015342,6.8204785685,11.46435444,4.795210185,5.492776536,6.090435997,8.710996765,8.91885998767,6.9114605075,6.19171393233,7.3753302775,10.79813582,6.139198949,9.420287182,10.3998119245,BRCA
GSM427187,10.21780056,5.784903894,6.665624161,6.8569568685,9.604040251,9.405897257,7.330458587,5.934641074,5.547365958,5.164314897,7.73119283,9.21184032,10.55979796,6.257393146,4.607083101,6.160482208,13.283571,5.5364636575,5.358089615,8.26545228,10.32995358,12.17610621,6.54506681733,9.240064511,10.2548934475,7.151983404,5.338790969,8.7678165095,12.35961925,7.94815195633,5.090018442,14.56971402,12.28213433,5.913853554,5.678784095,8.922629835,13.19781415,7.4518485125,12.90606669,11.955401795,10.30654055,12.69228318,11.66436963,6.67359573,9.38991153,10.35399067,8.112857951,6.836117042,9.661938889,10.03976938,6.531931626,11.46459896,9.5528096745,6.098669702,7.685521692,7.592630633,10.2800983,6.801980999,10.88922276,7.9055237105,10.09627409,10.91276982,7.111363167,7.08638995375,9.092810729,6.608606182,5.338790969,6.034750138,9.02738156,5.204484334,9.7393383155,10.18060575,6.96538352,5.172938736,5.695862485,6.442492064,6.104237707,4.75276401,5.090018442,5.104558131,4.959319531,4.607083101,8.847089556,6.344212118,6.204870044,5.684966848,6.081089922,4.813795654,5.899786645,4.942762263,5.810900139,5.061788345,5.277437357,9.016439995,6.198008483,13.77694807,7.419920424,5.18190882,5.460751776,4.680625393,6.950646655,7.3582236615,12.30206775,5.191218407,5.4174324275,5.986986106,8.676081478,8.28497994467,7.096072553,6.34640435,7.5514060975,10.42665293,5.982201443,9.437263702,10.675982486,BRCA
GSM427189,10.13564553,6.046584505,6.43304759,6.7025751765,9.2983458215,8.921179767,7.287345077,6.044728113,5.274831217,5.544895869,7.886893522,8.758440706,10.83660293,6.429620671,5.652781349,6.2370719,13.13820464,5.15457292,5.286429541,8.169525606,10.54869216,12.23565236,6.65048836033,9.723687019,10.2741650235,6.73924435,5.279296008,8.9229703645,12.51448113,8.42506028633,5.31307462,14.65142302,12.16391545,5.669530862,6.149448008,8.260967887,13.20290364,6.909866511,13.26600764,12.062593435,10.55366796,12.51339458,11.62683849,6.104132849,9.598481115,10.61346285,7.817720976,6.595970259,9.713610388,9.607700708,6.152189124,11.5411915,9.353498688,6.121280311,7.489448856,7.21206631,10.73313846,6.6826531905,10.97395222,7.9990522475,10.30144507,10.50005538,7.3324677765,7.135224371,9.475125996,6.1461689465,5.488973851,6.020708453,10.14135395,5.638081984,9.864035051,9.885826425,7.27246912,5.301415026,5.452374073,6.41971216,5.651059765,5.201742891,5.581058376,5.286429541,5.80723335,5.127644885,9.746943004,6.353063548,6.128154826,5.79507289,5.780317481,5.410164055,5.920419107,5.353156751,5.115835678,4.767934712,5.15826759,9.599160216,5.883872025,11.9866439,7.37334615,4.65723556,5.507803557,4.863456876,7.116398873,6.6423657785,11.90369558,5.310713879,5.68924529375,6.182946122,8.599978956,8.73884436867,6.915839721,5.97900323333,7.2303432025,10.83473198,5.968558082,9.631113891,10.504905595,BRCA
GSM427193,8.777182254,5.244707519,7.880044356,5.932048077,9.332634508,9.424439853,7.96284330067,5.636777762,5.065239741,5.233438728,7.24501045767,9.785984134,10.83158062,5.706262025,4.671880991,5.636777762,13.90066922,5.321608753,5.052688948,8.512346531,10.32910148,11.48554018,6.42372347733,9.195003719,8.543095775,5.823692844,4.71233763,8.6437751455,8.334754988,6.45453368433,4.904256777,14.354524465,9.376896534,5.781235931,4.817893448,7.03100122,9.625618044,8.21729084325,12.07353083,11.95464399,10.28302499,12.94317143,11.67585684,7.371212794,9.391867114,8.745490404,8.85164062,6.310890502,10.04737654,10.34632843,8.657381985,12.52079595,9.071228399,6.674372814,7.934385467,6.9542046565,11.11942121,7.094412382,12.11321645,7.755627252,8.402085935,10.78761308,6.612977824,7.1764395195,9.591550922,6.257368247,5.027033758,6.855058834,7.599468671,4.904256777,10.153905865,11.1356742,6.232090496,4.891432858,5.495224459,5.626739362,5.587673458,5.408721412,5.472659365,5.065239741,5.027033758,4.791828801,8.786074471,5.878732237,5.726021414,6.472573571,5.716038325,5.312983894,5.687628504,5.244707519,5.145688916,5.64689077,5.20184089,8.87169823,4.659234823,14.56106625,5.762422735,4.916728914,5.901899413,4.379943219,7.282372907,6.9069378855,12.25579879,4.916728914,5.4134862655,6.404890884,8.313088371,8.934095437,6.85131509,6.02592797767,7.3442798615,10.44253953,5.567280188,5.893915038,11.04747778,BRCA
