@relation data

@attribute id string
@attribute 10747 numeric
@attribute 1675 numeric
@attribute 4153 numeric
@attribute 5648 numeric
@attribute 629 numeric
@attribute 712 numeric
@attribute 713 numeric
@attribute 714 numeric
@attribute 715 numeric
@attribute 716 numeric
@attribute 717 numeric
@attribute 718 numeric
@attribute 720 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,4.91435600033,14.5197155,5.217435519,5.702474374,11.12137181,9.493065415,11.58695951,12.10196099,8.4275444275,11.452979635,8.673575084,9.984080577,6.548787718,Control
GSM427159,5.186951856,13.57316849,4.863209057,5.2974858328,10.98871684,9.107570921,11.52103369,11.70094695,8.1681794175,10.281570014,7.328004187,8.261532137,5.7109519,BRCA
GSM427160,4.95899230267,11.8267889,5.014814152,5.2469885464,11.52829551,9.137228846,11.76843466,11.93859466,7.66975539825,9.0656610875,6.421228033,9.077998072,7.321975714,BRCA
GSM427162,5.222893164,13.13820464,5.144669712,5.1420860782,10.90796116,9.128942349,11.63953303,11.41529827,6.4755983955,8.3691132825,7.084173582,7.478529234,5.59724157,Control
GSM427163,5.08995010033,14.01689273,5.115211455,5.2296592122,10.82104072,9.096030618,11.58929079,11.27819405,8.47468736675,9.912890601,7.578374814,10.22558136,6.559649064,BRCA
GSM427164,4.806993404,13.80179072,4.989151782,5.6137205426,11.01901053,7.73643766,10.7357001,10.66068255,8.7833907645,11.0768842915,7.709361509,10.27605783,6.449648548,BRCA
GSM427165,5.17394369333,10.37947886,5.349799819,5.3934476678,10.50280226,8.355902877,10.93590557,10.36292765,6.93556862625,9.5784932405,7.186711317,5.442621133,5.361953639,BRCA
GSM427166,4.99305370267,14.09890062,4.709583584,5.572613708,11.49745034,10.24459905,12.00461736,12.21264541,8.784989627,11.64558419,8.913054791,10.32139858,6.167122676,Control
GSM427167,5.243037915,12.96419289,4.820703945,5.3250683426,10.57043948,8.92274875,11.21413864,11.43208526,8.102397265,9.6121607825,7.160580214,9.687682355,6.104919098,BRCA
GSM427169,5.488490067,13.96600025,4.889243844,5.4176929334,11.47663498,9.128046616,11.25995523,11.17484162,7.452973135,9.2963027245,7.170979399,7.986440979,6.112705996,BRCA
GSM427170,5.108431835,14.6085367,4.541969328,5.4778574062,11.95147243,10.42491714,12.29067992,11.93949851,8.6908543205,10.722396093,9.202485753,10.13161943,6.120399247,BRCA
GSM427171,5.195554997,13.69550076,4.645902559,5.5325586518,10.96190926,9.778192608,12.18670552,12.2764444,8.74075082525,10.9989298065,7.790610985,10.28695653,6.240701309,Control
GSM427172,4.79497450133,14.21113545,4.822489599,5.5947367508,10.97151861,9.674130959,11.8407859,12.2764444,8.549802914,10.931997676,7.996531569,9.936741399,6.832703733,Control
GSM427178,5.203892012,12.05151325,4.961404834,5.2789079548,11.61592857,9.521183826,12.1278268,12.23300553,7.8958760305,10.4345328875,7.831973999,9.100032254,6.209166382,BRCA
GSM427181,5.12373846333,12.81758135,4.850638494,5.7051782334,11.92346873,9.220572483,11.82578773,11.74966846,8.507325823,10.481846613,8.593597591,9.202638794,6.472573571,BRCA
GSM427182,4.95714582967,12.11192472,4.762629799,5.4598011604,11.33767223,8.932112213,11.51777531,11.73619062,7.6698976835,10.1697156285,7.802356618,8.429700821,6.165716644,BRCA
GSM427183,5.390620698,12.21001994,4.688758955,5.325793402,11.87463956,8.290607702,11.0083938,11.31639767,7.78074875825,9.3507208175,7.440414751,8.501002294,5.984140004,BRCA
GSM427187,5.033824754,13.7976418,5.066101302,5.2999294774,10.65984455,9.494236145,11.65066148,11.88705885,7.51695507925,9.9387440065,8.219411924,9.230429477,5.782219336,BRCA
GSM427189,5.216817016,13.49883304,4.37083793,5.2013286924,11.58622772,9.431989105,12.09904539,12.17862448,7.9804653435,10.2054917615,7.768880894,9.226111776,6.81458607,BRCA
GSM427193,5.47215116333,11.94385185,4.779274646,5.670954472,11.50276234,10.04412807,10.90995328,12.22983432,7.6711712305,10.7857803675,8.423285204,9.522278016,6.924786158,BRCA
