@relation data

@attribute id string
@attribute 10714 numeric
@attribute 1763 numeric
@attribute 2237 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 57804 numeric
@attribute 6118 numeric
@attribute 6119 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.4357111652,0.2286346384,0.5603754408,-0.1353485043,0.3578091349,0.6588075593,1.0895283597,0.8919484507,BRCA
GSM481003,0.2274992413,0.2264937060,0.8219027189,0.0028041706,0.3861183389,0.5469102347,1.2547097305,0.9998522750,BRCA
GSM481004,0.4892555573,0.2075825795,0.9162611681,-0.0832465394,0.3749461847,0.3739375479,1.1900032758,0.8835284437,BRCA
GSM481005,0.4787933329,0.2353742969,0.7042628014,-0.1238241902,0.2782131666,0.5725545524,1.6216202178,0.6504926867,BRCA
GSM481006,0.7219746874,0.1177017895,0.6144349980,-0.1093718979,0.3756188528,0.7732842431,1.2139846680,0.6832653410,BRCA
GSM481007,0.0016192900,0.2593151536,0.5070784445,0.0210265649,0.3911774081,0.7441768796,1.0277428528,1.1128185045,BRCA
GSM481008,0.8999093904,0.4549021708,1.6515556350,0.5310698947,0.5350037411,0.4578721970,1.3371553920,1.6374257505,Control
GSM481009,0.3607809759,0.0977629225,0.4189390297,-0.3359343167,0.1465625460,0.3970553539,0.8575766770,0.6228027097,Control
GSM481010,0.7100994288,0.1722550709,0.9077929461,-0.0939168603,0.2753915236,0.4094827466,1.1413293185,0.9416430375,Control
GSM481011,0.0915678958,0.2750019096,0.9206070718,-0.1571170169,0.3933382846,0.6017916450,0.9716276427,0.9736804315,Control
GSM481012,0.6262563713,0.1942035099,0.8334607651,-0.0133819112,0.3163273789,0.4187992348,0.8735197745,1.0353384615,Control
GSM481013,0.4998131857,0.5354314707,1.7764572204,0.5365374665,0.6395328410,0.7267436689,1.5457696368,1.7275168598,Control
GSM481014,1.4854790369,0.3943676997,1.1545235554,0.1802582552,0.3229393822,0.4839541981,1.6555229625,0.6832036685,BRCA
GSM481015,0.4798411892,0.3573434728,0.8590800056,0.0893225162,0.6051005846,0.8907621197,1.0858920465,0.6148407015,BRCA
GSM481016,0.7851841086,0.2232518059,1.1293687074,-0.1635931290,0.2937144812,0.4347571201,1.3545587458,1.1706403940,BRCA
GSM481017,1.1674729452,0.3275690564,0.9756215271,-0.1239681861,0.1135405685,0.3434726229,1.3784300290,1.0915128490,BRCA
GSM481018,0.7310503422,0.0748870765,0.7437353460,-0.0878180037,0.3471573350,0.3492762132,1.1972241252,0.7490838588,BRCA
GSM481019,0.6729193529,0.3099207460,1.0093822572,-0.0334627991,0.3330821100,0.8479316493,0.9620431562,0.9862192470,BRCA
