@relation data

@attribute id string
@attribute 10621 numeric
@attribute 11128 numeric
@attribute 11178 numeric
@attribute 171568 numeric
@attribute 2972 numeric
@attribute 2975 numeric
@attribute 2976 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5437 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 55703 numeric
@attribute 55718 numeric
@attribute 55814 numeric
@attribute 661 numeric
@attribute 6908 numeric
@attribute 9328 numeric
@attribute 9329 numeric
@attribute 9330 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.7032670247,0.5896097370,-0.1412564688,0.7655356586,-0.0827080132,0.2778565808,1.0157556286,0.8600320538,0.9390896344,2.2408497483,1.5956783741,1.6747005731,0.9429248124,1.0272386526,0.8127781419,0.9074461555,1.7934711947,0.5458584141,0.5441392728,0.6603060243,BRCA
GSM480985,1.3219076064,0.4986423923,-0.1499538233,0.4966072811,-0.0746682708,0.2674226733,0.7468715655,0.6569830517,0.3429515940,1.7362441270,1.3546642363,1.2201701118,0.5387295912,0.9044012409,0.6393962027,0.6114921686,1.5032221264,0.5662344173,0.3617080925,0.6930375513,BRCA
GSM480986,1.5297714471,0.7349948802,-0.1270073439,0.9185567765,-0.0898833253,0.3692701377,1.0812320658,0.9663382927,0.7438989184,2.0280745625,1.5147999951,1.7253105589,0.9645122811,1.0190240576,0.6199898407,0.8847482707,1.4256592169,0.6190677971,0.6189137644,0.6226270205,BRCA
GSM480987,1.1321926530,0.7084342667,-0.1202228327,0.7887064341,-0.0756928429,0.2328455082,0.8839839436,0.7729776755,0.7551016080,1.9679285884,1.1692217951,1.7316677769,0.9201272017,0.9488023310,0.2820055889,0.8069621914,1.3821598534,0.6354936284,0.6883551924,0.5280786298,BRCA
GSM480988,1.1208416986,0.5282034142,-0.1214884091,0.9651562654,-0.0606547199,0.3005627202,1.3815028083,0.5144257691,0.3602641243,1.6670975165,1.3366246809,1.1884789462,1.2809051945,0.9741657210,0.7394690407,0.5456080897,1.5634070187,0.6134532581,0.5516637431,0.5473533699,BRCA
GSM480989,0.9035516373,0.5531598683,-0.1523588766,0.9260271513,-0.1266037166,0.2344180647,1.0529397395,0.9081393301,0.7286765165,2.3189120144,0.8982298934,1.9962721103,0.4544721697,0.6008602958,0.2728734533,0.8751951870,1.5631407052,0.8582181633,0.5582482092,0.2351742688,BRCA
GSM480990,1.0401086501,0.5823417493,-0.1202919134,0.8756542040,-0.0448096402,0.2169057288,0.9842453105,0.9311095635,0.7436226618,2.2209360302,0.9416872767,2.0354376055,0.4213394257,0.6828110645,0.3532784269,0.9177535353,1.5624036790,0.7647987068,0.5103728312,0.3043433483,Control
GSM480991,1.1311350229,0.5963492494,-0.1042475726,0.9638712473,-0.0740762901,0.3955284489,1.0499572185,0.8822802315,0.7639645895,1.9216874392,1.2645089434,1.8021113847,0.6858045105,0.7471242764,0.4519655272,0.8056894579,1.3658582157,0.7182383407,0.5306041288,0.4412795349,Control
GSM480992,0.8774611006,0.5375299751,-0.1445662657,0.9405568666,-0.0515804498,0.3910683908,1.2429225120,1.2745025079,0.7806424229,2.1274780929,0.7483742192,1.8525854391,0.2783685128,0.8708294126,0.2707994128,0.8160535955,1.3376590424,0.8980920502,0.4932885717,0.3378917855,Control
GSM480993,1.3457607883,0.6970671915,-0.1054402017,0.9367596336,-0.0743266272,0.3804072108,1.2156198293,1.0128080229,0.7003747450,2.0007002651,0.9727141986,1.7345658838,0.7181576340,0.9390184941,0.3142341293,0.9070825479,1.3345121518,0.7586922631,0.6226118383,0.5473380332,Control
