ID	10859	56253	3824	3821	3384	10990	3385	3386	3683	947	3383	3676	1525	3107	3106	4345	3105	3135	644076	3811	930	3812	975	3695	6402	10666	11006	7412	3688	7305	3689	135250	79465	2214	2213	3802	10870	8519	10225	925	926	3805	131450	80329	3806	3803	3804	4277	919	4276	3134	3133	959	958	10219	915	916	917	11025	11024	718	8174	22914	10288	11126	567	5817	120425	5819	999	DependentVariable
Instance1	8.9828136075	5.401742447	5.96992678833	5.37543435033	11.92850738	8.0675517905	10.39216207	5.87989860567	6.893001507	8.4941886004	5.250214317	6.297013109	9.958574872	7.1758807525	13.44200721	7.318504782	13.37563667	7.607850191	4.5330779745	5.217703163	5.792862671	5.105815554	15.05985438	7.631852081	5.913614242	5.323380202	6.281733445	8.07772679633	9.30169669467	11.29220962	11.423270155	5.399077493	5.963711807	5.498515035	6.512039405	4.876285177	9.0093056285	12.89271362	7.518715196	7.537645287	5.546288211	5.2231733505	5.4767414025	5.751685476	5.37319961	4.762364039	5.400707876	7.561385569	8.7285712195	8.597476354	10.594465176	11.15733448	5.703219255	7.8256296225	6.2727240085	7.280935014	6.11956952	6.720624337	11.056545451	5.261729425	9.984080577	4.986744626	6.411176756	6.079540698	5.616777635	13.51420146	7.92292794	8.479821812	8.70463678933	12.00989343	Control
Instance2	9.426780971	5.272407006	6.36255600467	5.72824164867	11.29187879	8.2393361595	10.1525514	5.519286362	7.712339773	8.4659296096	5.652207716	6.043635001	11.10149663	7.231893633	13.43914135	6.831320953	13.47671849	7.383490734	5.1647429885	5.491801852	5.874189107	5.862210374	14.81202536	9.113248027	5.61353994	5.769779175	5.9984922675	7.24691632933	8.828078384	11.09923621	11.4456095	5.6752581275	5.862210374	5.5359696935	6.218007435	5.44742319	9.5031226315	12.77284039	7.957488644	8.71426511433	5.33270027975	5.6439694775	5.8459824625	6.278129404	5.298993792	5.563242994	5.2507893285	8.243782269	9.701700705	7.8788803	10.634747645	11.8267889	5.355449107	7.1910294905	5.837699983	8.193154688	6.912593359	7.355551793	11.4102469255	5.214524337	8.261532137	5.104604996	6.579885831	6.1529327755	5.580530872	13.40255741	8.212157254	10.07020855	8.396903982	12.20475003	BRCA
Instance3	9.7129532905	5.329313116	6.83138215167	5.77444433167	10.67791364	6.2495575975	10.25814822	5.54885253133	7.905749702	7.6055540702	5.724112195	6.268430299	11.53476504	5.6473148935	13.62353635	7.0028423335	13.104967985	7.409287238	5.012818747	5.455063663	5.917677146	4.753299027	14.58875125	8.540477891	6.092445976	6.421228033	6.2043051465	7.63218285233	8.9042892375	11.52544754	11.82795379	5.470897066	5.75422695	5.65446729	5.654806936	5.102250005	9.7701073995	11.95215345	9.275332694	9.41246110667	6.05847101475	5.3802547315	5.465115184	5.461734198	5.2488320625	5.69419158	5.2491503825	7.276429491	10.17915014	7.152236984	10.52874487	10.78908143	6.511322251	7.2054038215	5.93538163	8.37636907067	7.731643389	8.04094875	10.9914119495	5.312711681	9.077998072	4.820426964	6.401780305	6.0241564655	6.283834401	13.14132294	7.808660365	9.258943514	8.515433634	12.80365393	BRCA
Instance4	9.8622596925	5.312711681	5.62090854	5.35377255933	11.08849694	7.1560263045	10.59667922	5.87729975267	8.08212392	7.5780887174	6.125832527	5.660003917	10.77384001	6.083925915	13.074006	6.993411952	13.09890984	7.738820392	4.896264815	5.4064768605	6.299945779	4.419761481	14.61254488	8.695559886	4.342813605	5.166927545	5.867967022	7.136062181	8.75186424133	11.0196222	11.954544835	5.591906799	6.63234502	5.8400894345	5.74940585733	5.30196368	9.8687050035	12.08630553	8.264112315	8.56753031167	5.40892901975	5.2753032065	4.93533379	5.28559757	5.3241148975	5.767662245	5.6019141525	8.020689878	10.0511208	7.242795702	10.303546001	10.75721104	6.235732444	6.308850296	5.8815702365	8.21299733433	7.627900667	7.285266093	10.9870745245	5.01682082	7.478529234	5.4355322335	6.985560555	5.7007649085	6.010394529	13.028609155	8.521434692	9.56812767	8.52603302833	12.55838012	Control
Instance5	9.5252391865	5.31832701	6.775161038	6.119798864	10.76306733	6.959943752	10.47269874	5.853970278	7.843106264	7.7734069764	5.190230876	5.694748763	12.04072818	5.467187666	13.54172225	6.742731644	13.79174456	8.192380514	4.5924469295	5.1815825995	6.107798352	5.014814152	14.89547873	8.398146319	6.088105148	5.133924369	6.502956314	8.760944586	9.13491446	11.24231983	11.664734205	5.6867504965	5.899786645	5.6339076525	5.98301973567	5.388026974	9.0725507515	12.37349196	8.150074229	9.03572480433	5.6253656705	5.521471367	5.4900099395	5.666480557	5.0984477745	4.475909061	5.2930840455	6.652777317	9.3494460205	7.730641866	10.8504276905	11.55095369	6.303968491	7.0635894335	6.1167469595	8.28606754333	7.904094356	7.74183962	10.583423818	5.796890531	10.22558136	5.2521023505	6.314882854	5.3550006135	5.863697681	13.555153355	7.753920581	8.919415413	8.52308099	12.44726543	BRCA
Instance6	9.492921015	5.36773034	5.799137904	5.66379604433	11.02198648	7.789093679	9.156463061	5.316566209	6.814297663	8.171140973	5.923750128	7.092337284	11.4744083	7.3842858505	14.1577113	7.498899439	13.645184875	7.716066843	5.143664049	5.1124993615	4.980495207	5.066316611	15.11026186	8.129439032	5.964982644	5.252865266	6.837400198	7.97951833233	9.489530799	11.07544591	13.379465115	5.469785835	5.617292053	5.190440571	6.31612803667	5.294814856	8.8281949265	10.90995328	7.528101684	8.38905717467	5.40351558975	5.66181178	5.8010382135	5.062436111	5.038666379	5.234397132	5.513492359	6.381893849	8.381411497	7.914237304	10.5095484925	11.36882578	5.453691444	7.223262653	5.563081233	6.930751522	6.389657687	6.529942434	11.6682034305	5.700170054	10.27605783	5.569441994	6.33396538	6.0066072935	6.143337929	13.60911878	7.921396347	8.97466634	9.44234958633	13.02343475	BRCA
Instance7	9.9479149185	4.817637677	6.01328123033	5.330602361	10.29212924	6.612498674	10.16869754	5.50069191767	7.851001152	8.1590296472	5.229406468	6.042759915	10.24783886	6.46426733	12.24154982	7.12939698	12.91617066	7.509777231	4.7658164245	5.6289244705	7.278707598	4.642441245	15.01411749	8.067946709	5.754494213	4.927198693	6.1410953865	8.35458352167	9.251714595	10.62899024	11.636086735	5.735958068	5.942169184	5.6035564115	5.49544892467	5.68566776	10.51051471	12.53830178	8.030294418	8.47821215267	5.13661079325	5.266934346	6.380674947	6.143337929	5.2444932005	4.993460669	5.820154609	8.078179001	9.811707063	6.500567552	9.4125106255	10.42231215	5.665201768	6.3213830765	6.486022364	8.51372939333	7.380766509	7.791799626	11.680149	5.438302209	5.442621133	5.32493768	6.685313404	5.940036413	5.981059894	12.305927545	8.655048663	8.893893904	8.56421940767	11.40859261	BRCA
Instance8	9.378084094	5.372961888	6.34071337867	5.70745843767	11.29699664	8.402390667	10.49469589	6.15636291833	6.876858011	8.5771788432	4.759970032	6.51601958	10.06266044	6.750056149	12.95796723	7.2740734715	13.284951405	7.405718266	5.1480291535	5.262437535	6.080130651	5.202820508	15.01411749	7.600435399	6.613204258	6.004058206	6.5950417355	8.34799793867	9.23773095817	11.58443655	11.69409393	6.0751093415	5.748602952	5.677099914	7.22104467367	5.651777341	9.173072553	12.9236618	7.578223341	8.39202788833	5.53000073225	5.3099054495	5.816496673	5.734852697	5.3561597495	4.85101346	5.179028919	7.539955806	9.1744218995	8.116657323	10.2140968565	11.15889068	6.597423627	7.3111102725	6.278674866	7.87859624933	6.876858011	6.566324756	10.880379219	5.72261032	10.32139858	4.9385273865	6.288825133	5.9949255555	5.596496342	13.75047901	7.181254459	9.157947591	8.80281133533	12.40979539	Control
Instance9	9.4103163935	4.820703945	5.86274332267	5.60754270533	11.04153957	6.3430392485	9.844219734	5.78607810533	6.901292687	7.8965994638	5.659076304	6.379383241	11.24231983	7.621467235	13.95556321	7.077236434	14.251632585	8.100269585	5.304092959	5.2084046705	6.158463896	5.596496342	14.95604237	7.713285334	5.991301456	5.183299167	6.270786646	8.260992009	9.05065703483	11.09196277	11.5577866	5.860189197	5.967059784	5.8288154675	5.95571488033	5.071045314	8.086044947	11.73219511	7.4176275455	8.28138870167	5.65565885325	5.3505953925	5.3061652405	4.775197233	5.58123709	5.56072355	5.696917844	6.981570492	8.5153541335	8.081245244	11.184447875	11.03869289	5.849756153	7.191795379	5.7699952025	7.83390275633	6.663348622	6.735255184	10.111906483	5.132999605	9.687682355	5.630264262	6.226224919	5.579266946	5.943341911	13.530944225	7.696795653	7.67246269	9.02423309467	12.47414328	BRCA
