@relation thedata

@attribute 1869 real
@attribute 1870 real
@attribute 1871 real
@attribute 23594 real
@attribute 23595 real
@attribute 4998 real
@attribute 4999 real
@attribute 5000 real
@attribute 5001 real
@attribute 84515 real
@attribute 990 real
@attribute DependentVariable {BRCA,Control}

@data
5.763286242,7.6916757,9.274157466,9.9652661335,8.595435709,5.790192895,8.8794769,6.798021749,6.47162143767,8.00728757867,4.932168974,Control
6.058322584,6.931656836,9.646289192,10.6067005385,8.901380658,5.868397398,9.341663989,6.6596432,6.35138548033,8.600459581,4.948847562,BRCA
6.031886566,8.360672771,9.837470696,10.261247663,8.838747853,6.760291233,9.113990271,7.16277178,6.817579064,8.39000280033,5.447257868,BRCA
5.460424154,8.162745192,10.27390663,10.6087782065,8.994142056,5.972354482,9.441502737,6.651773306,6.714916353,8.72557625633,5.182703468,Control
6.053008806,7.617800091,9.962375907,10.471142841,9.287309018,5.712603517,9.666615087,6.921011149,6.839917773,8.393809981,5.455665247,BRCA
5.770572224,7.123969084,10.05069253,10.338767298,9.318577337,6.146803484,9.241638294,6.784605811,6.41271170433,8.15974847467,5.342529189,BRCA
6.146803484,7.972134198,11.29154789,11.251370817,8.337779235,5.301415026,9.669098149,5.968327676,6.868407698,8.69044413033,4.998433881,BRCA
5.920180882,6.945271536,9.654399345,10.1636613075,8.482577193,5.120093989,8.795261354,6.659429135,6.90348309733,7.79524891633,5.346169084,Control
5.598879718,8.258590913,10.12192882,10.517727571,9.139008401,6.614640376,8.989182391,6.944217536,6.783116074,8.29143898133,5.620154746,BRCA
5.672857555,6.888624921,9.387097072,10.3375133275,8.823646775,5.431298057,8.984704068,6.773670433,6.49954063167,8.821606451,5.096358059,BRCA
6.357820835,7.227811157,9.342830898,10.1060462435,8.823479598,6.012574958,8.519529251,6.487482832,6.52906469167,8.19852639733,5.255700175,BRCA
5.853877943,7.045216672,10.01526211,10.4203475115,9.037218243,5.59381033,9.069960645,6.786077228,6.825976426,8.12052771933,5.455336468,Control
5.687208569,7.30193311,9.817175993,10.273987442,8.776993161,5.569028668,9.036579657,6.477965145,6.67563750033,7.93139199867,5.375918034,Control
6.099827094,7.237642883,9.061938927,10.227964657,8.635528703,5.611033099,9.243103231,6.78934168,6.72834066067,7.87122307133,5.297201735,BRCA
5.927310565,8.462748793,9.928363336,10.0955035995,8.887343342,5.48527486,9.108740796,6.748599179,6.85516244833,7.80959303467,5.234397132,BRCA
6.0664182,8.146264608,8.857670911,9.8952105075,8.719338441,6.217720863,8.998534812,6.805457319,6.79523996967,7.78460812933,5.727111263,BRCA
6.240701309,7.325532861,8.667928594,9.8329397695,8.496515403,5.726293954,9.406960242,6.87116946,6.76381618433,7.798830339,5.112503363,BRCA
6.12918576,8.1655868,9.626777286,9.9305064935,8.864341803,6.419754289,9.126105027,6.716514688,6.84822423767,7.22130205967,5.449323037,BRCA
6.065072081,7.252739043,8.975526388,10.0772368515,8.673027334,5.94872421,9.084543421,6.790580238,6.566929743,7.406009218,5.48205062,BRCA
5.901899413,9.009885376,7.570673773,9.8710179655,8.625965515,5.852005861,6.164912581,5.716038325,6.91194087533,7.03454756133,5.212385731,BRCA
