# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
1436	1.0
966	2.0
2811	3.0
947	4.0
2323	5.0
3568	6.0
1441	7.0
3684	8.0
915	9.0
7124	10.0
2056	11.0
3676	12.0
3567	13.0
3590	14.0
3655	15.0
3565	16.0
1440	17.0
924	18.0
920	19.0
3566	20.0
1378	21.0
1435	22.0
3562	23.0
7066	24.0
2815	25.0
3575	26.0
960	27.0
1604	28.0
7037	29.0
925	30.0
909	31.0
4311	32.0
911	33.0
917	34.0
3127	35.0
7173	36.0
2322	37.0
3589	38.0
3574	39.0
7850	40.0
290	41.0
3673	42.0
914	43.0
916	44.0
3672	45.0
3569	46.0
3815	47.0
4254	48.0
913	49.0
910	50.0
3690	51.0
952	52.0
1791	53.0
945	54.0
3554	55.0
1380	56.0
2814	57.0
1437	58.0
929	59.0
951	60.0
2057	61.0
3674	62.0
3122	63.0
928	64.0
3552	65.0
3675	66.0
912	67.0
3553	68.0
3678	69.0
921	70.0
2993	71.0
3559	72.0
948	73.0
